time,DK,Midtjylland,Nordjylland,Sjælland,Syddanmark,Hovedstaden_West,Hovedstaden_East
2013-08-02 02:00:00,2914.1008709154817,662.1389796272209,296.9694301515976,420.90714292997274,615.3450278370709,898.7213122546625,20.018978114957015
2013-08-02 03:00:00,2936.084078132832,667.133981187087,299.2096890888903,424.0823552346125,619.9870281851436,905.5010284392079,20.169995997890645
2013-08-02 04:00:00,3001.895055180157,682.0874831832951,305.9163369426155,433.58796658763254,633.8837528686818,925.7974183970999,20.622097200832343
2013-08-02 05:00:00,3390.417424462404,770.3671332552842,345.50977303758856,489.7053927382242,715.9246013950411,1045.619397466732,23.29112656953402
2013-08-02 06:00:00,3912.246832355791,888.9366704770537,398.6882279926364,565.077431971802,826.1147237518836,1206.5538438051271,26.875934357288074
2013-08-02 07:00:00,4309.83133449762,979.2754089851287,439.205165555293,622.5037752188633,910.0691430994862,1329.1706238429329,29.607217795916238
2013-08-02 08:00:00,4468.02382381814,1015.2197424530613,455.3262044241427,645.3527950923458,943.4732584875612,1377.9578717415636,30.693951619465444
2013-08-02 09:00:00,4505.75675673097,1023.7933803619627,459.17148229249295,650.8028675813321,951.4409897645933,1389.5948714491205,30.95316528146808
2013-08-02 10:00:00,4518.558777569465,1026.7022422684843,460.4761072871667,652.6519669274257,954.144279807796,1393.5430700452348,31.04111123335702
2013-08-02 11:00:00,4555.685391504383,1035.138113007632,464.2595965595361,658.014463865667,961.9839800437393,1404.9930783576374,31.296159670171118
2013-08-02 12:00:00,4588.898811704483,1042.6848319221062,467.64430110722407,662.8117466031601,968.9973656068732,1415.2362407974201,31.524325667698783
2013-08-02 13:00:00,4560.569599807804,1036.247897756194,464.7573351831661,658.7199295490913,963.0153353150777,1406.4993893229118,31.329712681362643
2013-08-02 14:00:00,4519.328857928319,1026.8772191294886,460.55458443516875,652.7631958580736,954.3068908980933,1393.78056615855,31.04640144894445
2013-08-02 15:00:00,4512.588519862362,1025.345686500032,459.8676918246712,651.7896343502892,952.883593044466,1391.701816746635,31.000097396268536
2013-08-02 16:00:00,4502.843713025166,1023.1314815902964,458.87462059564734,650.382113133304,950.8258679690065,1388.6964761711588,30.933153565752804
2013-08-02 17:00:00,4489.594613569985,1020.1210349438572,457.52443483011797,648.4684386089478,948.0281722699887,1384.6103965960162,30.842136321057076
2013-08-02 18:00:00,4429.616254296086,1006.4928143130256,451.4121758644899,639.8052793849249,935.3630701366418,1366.1128111858768,30.43010341112626
2013-08-02 19:00:00,4354.982758434302,989.5346687357214,443.8064450685849,629.0253603287289,919.6033718204269,1343.0955182676728,29.91739421316689
2013-08-02 20:00:00,4179.625213078396,949.690109025811,425.9361541541985,603.6970526700513,882.5746626547859,1289.0144928478128,28.712741725736134
2013-08-02 21:00:00,4051.782831469083,920.6418955762501,412.9080261320502,585.2317441676608,855.579312337545,1249.5873494333887,27.834503822187926
2013-08-02 22:00:00,3340.387820248593,758.9994584380155,340.41136920319485,482.47921262149504,705.3602902880087,1030.1900511460974,22.947438551781357
2013-08-02 23:00:00,3187.616033571517,724.2868114065461,324.84274188300196,460.41314864535195,673.1008169582501,983.074571387575,21.897943290791826
